'toponimo','denominacao','pavimento','largura','estado','objectid','globalid','esriGeometryPolyline'
'','Ciclovia Asprela','Betão betuminoso',0.0,'Executado',528,'{BD4F828C-CCD0-4766-A27E-3B8757286A41}','[[[-39595.971400000155, 168041.06269999966], [-39616.33169999998, 167983.4548000004]]]'
'Rua do Dr. Roberto Frias','Ciclovia Asprela','Betão betuminoso',1.1,'Executado',437,'{D0C2B68A-A0FB-46B1-9306-F851E9CC13F4}','[[[-39189.395100000314, 167444.49489999935], [-39191.51889999956, 167451.2480999995], [-39192.308199999854, 167454.05939999968], [-39193.487499999814, 167458.49479999952], [-39194.20189999975, 167461.53490000032], [-39194.876600000076, 167464.6860000007], [-39195.45150000043, 167467.64829999954], [-39196.25860000029, 167471.76239999942], [-39196.76580000017, 167474.8696999997], [-39197.18200000003, 167478.0700000003], [-39197.435999999754, 167480.57699999958], [-39197.7368999999, 167483.7385000009], [-39197.996199999936, 167486.64079999924], [-39198.123200000264, 167488.43469999917], [-39198.1743999999, 167489.96030000038]]]'
'Avenida das Congostas','Ciclovia Prelada','Betão betuminoso',3.0,'Executado',376,'{EE649016-3B74-4946-B488-E6198B961428}','[[[-42105.835300000384, 167695.86050000042], [-42094.48730000015, 167777.04560000077], [-42093.86440000031, 167782.32550000027], [-42094.06290000025, 167786.37360000052], [-42094.386800000444, 167793.08860000037], [-42098.32419999968, 167803.17280000076]]]'
'Rua de Gonçalo Sampaio','Ligação entre Pólos Universitários','Betão betuminoso',3.0,'Executado',502,'{DAE233DA-9877-41B5-9098-7AC5AAE384BF}','[[[-41789.22879999969, 165177.70570000075], [-41845.94610000029, 165121.70830000006], [-41867.86639999971, 165103.71910000034]]]'
'','','',0.0,'Planeado',645,'{1B24C198-B060-46C6-A186-41D0D544299D}','[[[-39157.42970000021, 167379.54050000012], [-39142.79310000036, 167383.61869999953], [-39096.77109999955, 167390.6205000002], [-39091.79129999969, 167391.60459999926]]]'
'','','',0.0,'Planeado',641,'{999C6FF2-FFB7-4FCC-A110-7DB94DCC3CE8}','[[[-39091.79129999969, 167391.60459999926], [-39086.368200000376, 167378.7918999996], [-39064.65299999993, 167327.05890000053], [-39055.05989999976, 167306.2932999991]]]'
'','','',0.0,'Planeado',625,'{ABB5279E-4332-4EE7-9FC5-BA4DF7B4BE1C}','[[[-36810.84460000042, 167854.6799999997], [-36830.57830000017, 167862.63260000013], [-36892.452499999665, 167888.20949999988], [-36914.906200000085, 167898.31799999997], [-36924.63599999994, 167901.30289999954], [-36928.283999999985, 167901.7237999998]]]'
'','','',0.0,'Planeado',662,'{5DD9B5B5-4DBB-436A-B5F0-55DD4D2473E1}','[[[-38955.23000000045, 166506.69620000012], [-38942.30250000022, 166522.71120000072], [-38899.12420000043, 166577.14829999954], [-38902.433199999854, 166586.10219999962]]]'
'','','',0.0,'Planeado',649,'{F958769C-0C74-471E-BCB6-4B7C8311EED2}','[[[-39065.18800000008, 166381.60160000063], [-39053.35639999993, 166389.1177999992]]]'
