,subCategory,start_date,start_time,end_date,end_time,latitude,longitude
229,roadWorks,2022-02-21,08:30:00,2022-02-21,23:45:00,41.150702588,-8.646023649
230,roadWorks,2022-02-21,10:00:00,2022-02-21,16:00:00,41.148845877,-8.607716844
231,roadWorks,2022-02-21,10:00:00,2022-02-21,16:00:00,41.148839818,-8.607716844
232,roadWorks,2022-02-21,07:45:00,2022-02-21,23:45:00,41.166856259,-8.626750301
233,roadWorks,2022-02-21,07:45:00,2022-02-21,23:45:00,41.158656463,-8.608623975
234,roadWorks,2022-02-21,08:30:00,2022-02-21,23:45:00,41.16297249,-8.573398776
235,roadWorks,2022-02-21,09:00:00,2022-02-21,23:45:00,41.143430616,-8.602167353
236,roadWorks,2022-02-21,09:30:00,2022-02-21,13:30:00,41.144244465,-8.612217507
237,roadWorks,2022-02-21,10:15:00,2022-02-21,23:45:00,41.156205731,-8.579545055
238,pothole,2022-02-21,11:00:00,2022-02-21,23:45:00,41.154742216,-8.679708842
239,roadWorks,2022-02-21,08:30:00,2022-02-21,23:45:00,41.150834831,-8.629481964
240,pothole,2022-02-21,09:30:00,2022-02-21,23:45:00,41.157164106,-8.638006024
241,roadWorks,2022-02-21,09:30:00,2022-02-21,23:45:00,41.151097477,-8.594277719
242,pothole,2022-02-21,13:00:00,2022-02-21,23:45:00,41.14634129,-8.593651549
243,roadWorks,2022-02-21,13:30:00,2022-02-21,14:30:00,41.160351002,-8.631144179
244,roadWorks,2022-02-21,14:15:00,2022-02-21,16:15:00,41.161410772,-8.603933882
245,roadWorks,2022-02-21,14:30:00,2022-02-21,15:30:00,41.146619994,-8.606923665
246,roadWorks,2022-02-21,14:45:00,2022-02-21,15:30:00,41.15311875,-8.632496683
247,roadWorks,2022-02-21,15:00:00,2022-02-21,23:45:00,41.166610197,-8.66139342
248,roadWorks,2022-02-21,15:00:00,2022-02-21,15:20:00,41.148783933,-8.600741299
249,roadWorks,2022-02-21,15:07:00,2022-02-21,17:07:00,41.152334028,-8.626156318
250,roadWorks,2022-02-21,15:17:00,2022-02-21,16:17:00,41.151929334,-8.627512594
251,roadWorks,2022-02-21,16:00:00,2022-02-21,17:00:00,41.166604748,-8.669703658
252,roadWorks,2022-02-21,16:52:00,2022-02-21,23:45:00,41.158146971,-8.610948445
253,pothole,2022-02-21,16:15:00,2022-02-21,23:45:00,41.164370164,-8.629658361
254,roadWorks,2022-02-21,17:15:00,2022-02-21,19:15:00,41.141468906,-8.613445246
255,pothole,2022-02-21,17:08:00,2022-02-21,23:45:00,41.161297686,-8.608865667
256,roadWorks,2022-02-21,17:10:00,2022-02-21,23:45:00,41.178121831,-8.630344169
257,roadWorks,2022-02-22,10:00:00,2022-02-22,10:30:00,41.163630497,-8.663959079
258,roadWorks,2022-02-22,08:30:00,2022-02-22,23:45:00,41.156255677,-8.610028791
259,roadWorks,2022-02-22,08:30:00,2022-02-22,23:45:00,41.16122196,-8.608262968
260,roadWorks,2022-02-22,07:30:00,2022-02-22,23:45:00,41.178761142,-8.571862247
261,roadWorks,2022-02-22,07:30:00,2022-02-22,23:45:00,41.171662268,-8.625726955
262,roadWorks,2022-02-22,07:30:00,2022-02-22,23:45:00,41.15083988,-8.629519515
263,pothole,2022-02-22,07:30:00,2022-02-22,23:45:00,41.150704997,-8.646027339
264,pothole,2022-02-22,07:30:00,2022-02-22,23:45:00,41.15867584,-8.608628123999999
265,roadWorks,2022-02-22,07:30:00,2022-02-22,23:45:00,41.163294114,-8.595606418
266,roadWorks,2022-02-22,08:30:00,2022-02-22,23:45:00,41.16685424,-8.626752984
267,pothole,2022-02-22,09:30:00,2022-02-22,23:45:00,41.157174025,-8.638016376
268,roadWorks,2022-02-22,09:30:00,2022-02-22,23:45:00,41.153288,-8.603572915
269,roadWorks,2022-02-22,11:00:00,2022-02-22,23:45:00,41.159096963,-8.648513662
270,roadWorks,2022-02-22,11:00:00,2022-02-22,23:45:00,41.181083489,-8.612949457
271,roadWorks,2022-02-22,11:00:00,2022-02-22,23:45:00,41.145636401,-8.61518843
272,roadWorks,2022-02-22,11:45:00,2022-02-22,23:45:00,41.140748279,-8.611948322
273,pothole,2022-02-22,12:45:00,2022-02-22,23:45:00,41.154258534,-8.61880451
274,roadWorks,2022-02-22,13:00:00,2022-02-22,23:45:00,41.148639922,-8.604057724
275,roadWorks,2022-02-22,13:30:00,2022-02-22,23:45:00,41.157654771,-8.62173893
276,roadWorks,2022-02-22,13:30:00,2022-02-22,23:45:00,41.163480616,-8.58990245
277,roadWorks,2022-02-22,13:30:00,2022-02-22,23:45:00,41.158937443,-8.569751097
278,roadWorks,2022-02-22,14:15:00,2022-02-22,16:30:00,41.14272608,-8.615158213
279,roadWorks,2022-02-22,15:15:00,2022-02-22,15:30:00,41.158884558,-8.628924065
280,roadWorks,2022-02-22,17:00:00,2022-02-22,23:45:00,41.163735746,-8.683874565
281,roadWorks,2022-02-22,17:00:00,2022-02-22,17:30:00,41.147834058,-8.622813531
282,roadWorks,2022-02-22,21:00:00,2022-02-22,23:45:00,41.144584576,-8.602817035
283,carAccident,2022-02-23,08:30:00,2022-02-23,10:00:00,41.161412479,-8.60045424
284,roadWorks,2022-02-23,08:30:00,2022-02-23,23:45:00,41.167666982,-8.66723523
285,roadWorks,2022-02-23,08:30:00,2022-02-23,23:45:00,41.146784951,-8.610319299
286,roadWorks,2022-02-23,08:30:00,2022-02-23,23:45:00,41.175261281,-8.61285164
287,roadWorks,2022-02-23,08:30:00,2022-02-23,23:45:00,41.155336967,-8.635677993
288,roadWorks,2022-02-23,08:30:00,2022-02-23,23:45:00,41.157263551,-8.650247752
289,roadWorks,2022-02-23,08:30:00,2022-02-23,23:45:00,41.151770148,-8.592234924
290,roadWorks,2022-02-23,08:30:00,2022-02-23,23:45:00,41.154422311,-8.608792452
291,roadWorks,2022-02-23,08:30:00,2022-02-23,23:45:00,41.17632701,-8.619281188
292,roadWorks,2022-02-23,08:30:00,2022-02-23,23:45:00,41.155355171,-8.639302202
293,roadWorks,2022-02-23,00:45:00,2022-02-23,23:45:00,41.150853007,-8.629476599
294,pothole,2022-02-23,00:45:00,2022-02-23,23:45:00,41.148026329,-8.606609301
295,pothole,2022-02-23,00:45:00,2022-02-23,23:45:00,41.150710045,-8.646004539
296,pothole,2022-02-23,07:45:00,2022-02-23,23:45:00,41.14384932,-8.60426417
297,roadWorks,2022-02-23,07:45:00,2022-02-23,23:45:00,41.166940054,-8.625233513
298,roadWorks,2022-02-23,08:30:00,2022-02-23,23:45:00,41.148127809,-8.65120551
299,carAccident,2022-02-24,07:45:00,2022-02-24,08:15:00,41.161295065,-8.581358296
300,carAccident,2022-02-24,08:30:00,2022-02-24,09:30:00,41.159879753,-8.648431277
301,carAccident,2022-02-24,09:45:00,2022-02-24,09:50:00,41.155764005,-8.594932057
302,roadWorks,2022-02-24,10:15:00,2022-02-24,11:45:00,41.156220722,-8.618666711
303,roadWorks,2022-02-24,09:45:00,2022-02-24,10:30:00,41.149288068,-8.616383397
304,roadWorks,2022-02-24,10:00:00,2022-02-24,12:00:00,41.142915615,-8.614755296
305,roadWorks,2022-02-24,08:30:00,2022-02-24,23:45:00,41.158631414,-8.608641536
306,roadWorks,2022-02-24,08:30:00,2022-02-24,23:45:00,41.159996519,-8.611726076
307,roadWorks,2022-02-24,00:45:00,2022-02-24,23:45:00,41.151779091,-8.59221441
308,pothole,2022-02-24,00:45:00,2022-02-24,23:45:00,41.177882225,-8.618050222
309,roadWorks,2022-02-24,00:45:00,2022-02-24,23:45:00,41.155809531,-8.636123239
310,pothole,2022-02-24,00:45:00,2022-02-24,23:45:00,41.143830909,-8.604273139
311,pothole,2022-02-24,00:45:00,2022-02-24,23:45:00,41.150712065,-8.646001857
312,roadWorks,2022-02-24,08:00:00,2022-02-24,23:45:00,41.166648776,-8.625201242
